TTDTargetID	Target_Name	Indication	症状	ICD9	ICD10
T79068	Enoyl-[acyl-carrier-protein] reductase [NADH]	Mycobacterium tuberculosis infection	结核分枝杆菌感染		A15-A19
T79068	Enoyl-[acyl-carrier-protein] reductase [NADH]	Tuberculosis	结核	010-018	A15-A19
T79157	Epiregulin (EREG)	Chronic kidney disease	慢性肾病	"403, 585.1-585.5, 585.9"	N18
T79160	Glial cell neurotrophic factor ligand	Lateral sclerosis	侧索硬化		G12.2
T79200	Factor H binding protein	Meningitis	脑膜炎	320-322	G00-G03
T79232	Vasopressin V1a receptor	Acute and chronic heart failure	急性和慢性心力衰竭	428	I50
T79232	Vasopressin V1a receptor	Anxiety disorder	焦虑症	"300, 311"	"F32, F40-F42"
T79232	Vasopressin V1a receptor	Autism	自闭症	299	F84.0
T79232	Vasopressin V1a receptor	Cardiotonic	强心的		I50
T79232	Vasopressin V1a receptor	Dysmenorrhea	痛经	625.3	N94.4-N94.6
T79232	Vasopressin V1a receptor	Euvolemic hyponatremia	流行性低钠血症	276.1	E87.1
T79232	Vasopressin V1a receptor	Hypertension	高血压	401	I10-I16
T79232	Vasopressin V1a receptor	Hyponatraemia	低钠血症		E87.1
T79232	Vasopressin V1a receptor	Infertility	不孕症	628	N97.0
T79232	Vasopressin V1a receptor	Localisation	本土化		
T79232	Vasopressin V1a receptor	Septic shock	败血性休克	785.52	A41.9
T79249	mRNA of thymidylate synthase	Cancer	癌症	140-229	C00-C96
T79422	M1 prime segment of membrane IgE	Asthma	哮喘		J45
T79473	Lutropin-choriogonadotropic hormone receptor	Breast cancer	乳腺癌	"174, 175"	C50
T79473	Lutropin-choriogonadotropic hormone receptor	Cancer	癌症	140-229	C00-C96
T79473	Lutropin-choriogonadotropic hormone receptor	Female infertility	女性不孕	628	N97.0
T79473	Lutropin-choriogonadotropic hormone receptor	Fertility	生育能力		N00-N99
T79473	Lutropin-choriogonadotropic hormone receptor	Heart disease	心脏病	390-429	I00-I52
T79473	Lutropin-choriogonadotropic hormone receptor	Infertility	不孕症	628	N97.0
T79473	Lutropin-choriogonadotropic hormone receptor	Leukemia	白血病	208.9	C90-C95
T79473	Lutropin-choriogonadotropic hormone receptor	Myelodysplastic syndrome	骨髓增生异常综合症	238.7	D46
T79534	Cytochrome P-450-dependent ergosterol synthesis	Fungal infections	真菌感染	110-118	B35-B49
T79591	Thyroid hormone receptor alpha	Hypothyroidism	甲状腺功能减退	244	E03
T79591	Thyroid hormone receptor alpha	Hypothyroidism of any etiology	任何病因的甲状腺功能减退		"R68, T68"
T79617	"Facilitating dopamine (DA) release, inhibiting monoamine oxidase type B (MAO-B) and DA (re) up-take and stimulating aromatic L-amino acid decarboxylase (AADC)"	Migraine	偏头痛	346	G43
T79798	MAP kinase p38	Diabetic nephropathy	糖尿病肾病	250.4	E11.21
T79798	MAP kinase p38	Inflammatory bowel disease	炎症性肠病	"555, 556"	"K50, K51"
T79798	MAP kinase p38	Inflammatory bowel disease; Rheumatoid arthritis; Cardiovascular disorders; Psoriasis	炎症性肠病；类风湿关节炎;心血管疾病；银屑病	"390-459, 555, 556, 696, 710-719, 714"	"I00-I99, K50, K51, L40, M00-M25, M05-M06"
T79798	MAP kinase p38	Osteoarthritis; Pain	骨关节炎;疼痛	"338, 715,780"	"M15-M19, M47, R52, G89"
T79798	MAP kinase p38	Rheumatoid arthritis; Myelodysplastic syndrome	类风湿关节炎;骨髓增生异常综合症	"710-719, 714, 238.7"	"M05-M06, D46"
T79826	Wnt pathway	Osteoarthritis	骨关节炎	715	"M15-M19, M47"
T79873	HIV-1 integrase	Human immunodeficiency virus infection	人类免疫缺陷病毒感染	279.3	B20-B26
T79961	Acetylcholine receptor	Allergic rhinitis	过敏性鼻炎	"472.0, 477, 995.3"	"J00, J30, J31.0, T78.4"
T79961	Acetylcholine receptor	Amnesia	健忘症		F04
T79961	Acetylcholine receptor	Brain diseases	脑部疾病		G00-G99
T79961	Acetylcholine receptor	Central and peripheral nervous diseases	中枢和周围神经疾病		G96.9
T79961	Acetylcholine receptor	Chronic obstructive pulmonary disease	慢性阻塞性肺疾病	"490-492, 494-496"	"J40-J44, J47"
T79961	Acetylcholine receptor	Cognitive disorders	认知障碍	"290-294, 294.0, 780.09, 780.9, 780.93"	"F01-F07, F04, F05, R41.3"
T79961	Acetylcholine receptor	Colitis	结肠炎	556.9	K50-K52
T79961	Acetylcholine receptor	Dysmenorrhea	痛经	625.3	N94.4-N94.6
T79961	Acetylcholine receptor	Irritable bowel syndrome	过敏性肠综合征	"564.1, 787.91"	"A09, K58, K59.1"
T79961	Acetylcholine receptor	Myasthenia gravis	重症肌无力	358	G70.0
T79961	Acetylcholine receptor	Neurological disease	神经系统疾病	"338, 338.2, 410, 782.3,780"	"I21, I22, R52, R52.1-R52.2, R60.9, G89"
T79961	Acetylcholine receptor	Schizophrenia	精神分裂症	295	F20
T79961	Acetylcholine receptor	Stomach ulcer	胃溃疡		K25-K27
T79961	Acetylcholine receptor	Urinary incontinence	尿失禁	788.3	"N39.3, N39.4, R32"
T80011	mRNA of eIF4E-BP2	Cancer	癌症	140-229	C00-C96
T80024	Gene thrapy-delivered myostatin	Macular degeneration	黄斑变性	362.5	H35.3
T80031	Nuclear transcription mechanisms that govern and regulate inflammation	Cardiovascular disorder	心血管疾病		I00-I99
T80276	PI3K alpha	Cancer	癌症	140-229	C00-C96
T80276	PI3K alpha	Late-stage solid tumors	晚期实体瘤	"140-199, 210-229"	"C00-C75, C7A, C7B, D10-D36, D3A"
T80276	PI3K alpha	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T80338	Activin type-IIB receptor	Muscle wasting disease	肌肉萎缩症		M62.50
T80387	Gamma-aminobutyric acid receptor subunit beta-2	Epileptic seizures	癫痫发作	"345.9, 780.3"	"G40, P90, R56"
T80387	Gamma-aminobutyric acid receptor subunit beta-2	Inflammation	炎		"E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, G89"
T80387	Gamma-aminobutyric acid receptor subunit beta-2	Insomnia	失眠	"307.41, 307.42, 327.0, 780.51, 780.52"	"F51.0, G47.0"
T80387	Gamma-aminobutyric acid receptor subunit beta-2	Muscle spasm	肌肉痉挛		M62.838
T80387	Gamma-aminobutyric acid receptor subunit beta-2	Premenstrual syndrome	经前综合症		N94.3
T80452	Mucin	Ocular disease	眼病		H00-H59
T80452	Mucin	Xerophthalmia	干眼症		E50.6-E50.7
T80496	Sodium calcium channel	Epilepsy	癫痫		G40
T80701	Hydroxyapatite	Osteoporosis	骨质疏松症	"733.0, V07.4"	"M80-M81, Z79.890"
T80775	COX-2 transcription	Lupus nephritis	狼疮性肾炎	583.81	"M32.1, N08.5"
T80782	mRNA of VEGFR1	Exudative age-related macular degeneration	渗出性年龄相关性黄斑变性	362.5	H35.3
T80782	mRNA of VEGFR1	Neovascular age-related macular degeneration	新血管性年龄相关性黄斑变性	362.5	H35.3
T80896	Estrogen receptor beta	Cancer	癌症	140-229	C00-C96
T80896	Estrogen receptor beta	Cushing's disease	库欣病	255	E24.0
T80896	Estrogen receptor beta	Hepatitis virus infection	肝炎病毒感染	573.3	K75.9
T80896	Estrogen receptor beta	Hot flashes	潮热		N95.1
T80896	Estrogen receptor beta	Inflammatory bowel disease	炎症性肠病	"555, 556"	"K50, K51"
T80896	Estrogen receptor beta	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T80896	Estrogen receptor beta	Menopause symptoms	更年期症状		N95.0
T80896	Estrogen receptor beta	Ocular disease	眼病		H00-H59
T80896	Estrogen receptor beta	Prostate cancer	前列腺癌	185	C61
T80896	Estrogen receptor beta	Prostate hyperplasia	前列腺增生		N40
T80896	Estrogen receptor beta	Sepsis	败血症	995.91	"A40, A41"
T80896	Estrogen receptor beta	Vasomotor symptoms	血管舒缩症状	627.2	N95.1
T80942	Matrix metalloprotease	Arthritis	关节炎	710-719	M00-M25
T80942	Matrix metalloprotease	Cancer	癌症	140-229	C00-C96
T80942	Matrix metalloprotease	Inflammatory bowel disease	炎症性肠病	"555, 556"	"K50, K51"
T80942	Matrix metalloprotease	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T80942	Matrix metalloprotease	Osteoarthritis	骨关节炎	715	"M15-M19, M47"
T80942	Matrix metalloprotease	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T80975	Vascular endothelial growth factor receptor 2	Advanced malignancies	晚期恶性肿瘤	140-229	C00-C96
T80975	Vascular endothelial growth factor receptor 2	Advanced renal cell carcinoma	晚期肾细胞癌	189	C64
T80975	Vascular endothelial growth factor receptor 2	Angiogenesis disorder	血管生成障碍		I00-I99
T80975	Vascular endothelial growth factor receptor 2	Biliary cancer	胆道癌		"C22, C24"
T80975	Vascular endothelial growth factor receptor 2	Breast cancer	乳腺癌	"174, 175"	C50
T80975	Vascular endothelial growth factor receptor 2	Breast cancer; Liver cancer	乳腺癌;肝癌	"174, 175, 140-229, 155, 203.0"	"C50, C22"
T80975	Vascular endothelial growth factor receptor 2	Cancer	癌症	140-229	C00-C96
T80975	Vascular endothelial growth factor receptor 2	Cardiovascular disorder	心血管疾病		I00-I99
T80975	Vascular endothelial growth factor receptor 2	Colorectal cancer	大肠癌	"153, 154"	C18-C21
T80975	Vascular endothelial growth factor receptor 2	Cutaneous Melanoma	皮肤黑色素瘤		C43-C44
T80975	Vascular endothelial growth factor receptor 2	Fallopian tube cancer; Ovarian cancer; Peritoneal cavity cancer	输卵管癌；卵巢癌;腹膜腔癌	"140-229, 158, 183, 183.2, 221.0"	"C48.1, C48.2, C56, C57, D28"
T80975	Vascular endothelial growth factor receptor 2	Gastric cancer	胃癌	151	C16
T80975	Vascular endothelial growth factor receptor 2	Gastric cancer; Renal cell carcinoma; Squamous cell cancer of head and neck	胃癌;肾细胞癌；头颈部鳞状细胞癌	"140-229, 151, 189"	"C16, C64"
T80975	Vascular endothelial growth factor receptor 2	Gastrointestinal cancers; Advanced renal cell carcinoma	胃肠道癌症；晚期肾细胞癌	"150-159, 189"	"C15-C26, C64"
T80975	Vascular endothelial growth factor receptor 2	Glioma; Solid tumours	胶质瘤;实体瘤	"140-199, 191"	"C00-C75, C71, C7A, C7B"
T80975	Vascular endothelial growth factor receptor 2	Head and neck cancer	头颈癌	"140-149, 140-229"	"C07-C14, C32-C33"
T80975	Vascular endothelial growth factor receptor 2	Hepatocellular carcinoma; NSCLC; Melanoma	肝细胞癌；非小细胞肺癌;黑色素瘤	"155, 162, 172"	"C22.0, C33, C34, C43"
T80975	Vascular endothelial growth factor receptor 2	Medullary thyroid cancer	甲状腺髓样癌	193	C73
T80975	Vascular endothelial growth factor receptor 2	Melanoma	黑色素瘤	172	C43
T80975	Vascular endothelial growth factor receptor 2	Metastatic breast cancer	转移性乳腺癌		C50
T80975	Vascular endothelial growth factor receptor 2	Metastatic castration-resistant prostate cancer; Ovarian cancer	转移性去势抵抗性前列腺癌；卵巢癌	"140-229, 183, 185"	"C56, C61"
T80975	Vascular endothelial growth factor receptor 2	Metastatic colorectal cancer	转移性结直肠癌	"153, 154"	C18-C21
T80975	Vascular endothelial growth factor receptor 2	Myelodysplastic syndrome; AML; Head and neck cancer; Breast cancer; Pancreatic cancer	骨髓增生异常综合症；反洗钱;头颈癌；乳腺癌;胰腺癌	"140-149, 140-229, 157, 183, 205.0"	"C07-C14, C25, C32, C33, C56, C92.0"
T80975	Vascular endothelial growth factor receptor 2	Non-small cell lung cancer	非小细胞肺癌		C33-C34
T80975	Vascular endothelial growth factor receptor 2	Non-small-cell lung cancer; Ovarian cancer; Solid tumours	非小细胞肺癌；卵巢癌;实体瘤	"140-199, 140-229, 162, 183, 210-229"	"C33-C34, C56, D10-D36, D3A"
T80975	Vascular endothelial growth factor receptor 2	Ovarian cancer	卵巢癌	183	C56
T80975	Vascular endothelial growth factor receptor 2	Renal cancer	肾癌	"140-229, 189"	C64
T80975	Vascular endothelial growth factor receptor 2	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T80975	Vascular endothelial growth factor receptor 2	Thyroid cancer; Renal cell carcinoma	甲状腺癌;肾细胞癌	"140-229, 189, 193"	"C64, C73"
T81077	Bacterial 70S ribosome subunit	Bacterial infections	细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	A00-B99
T81077	Bacterial 70S ribosome subunit	Tuberculosis	结核	010-018	A15-A19
T81100	mRNA of sodium-glucosetransporter-2	Type 2 diabetes	2型糖尿病	250	E11
T81103	mRNA of Caspase-2	Glaucoma	青光眼	365	H40-H42
T81183	Alpha-1 adrenergic receptor	Cardiotonic	强心的		I50
T81183	Alpha-1 adrenergic receptor	Congestive heart failure	充血性心力衰竭	428	I50
T81183	Alpha-1 adrenergic receptor	Headache	头痛	"339, 784.0"	"G43-G44, R51"
T81183	Alpha-1 adrenergic receptor	Hypertension	高血压	401	I10-I16
T81183	Alpha-1 adrenergic receptor	Hypertension; Symptomatic benign prostatic hyperplasia; Severe congestive heart failure	高血压;有症状的前列腺增生；严重的充血性心力衰竭		I10-I16
T81183	Alpha-1 adrenergic receptor	Obesity	肥胖	278	E66
T81183	Alpha-1 adrenergic receptor	Orthostatic hypotension	体位性低血压	458	I95.1
T81311	Endoplasmin	Non-small cell lung cancer	非小细胞肺癌		C33-C34
T81358	CDC7 protein kinase	Hematological malignancies	血液恶性肿瘤	200-209	C81-C86
T81360	Phosphodiesterase (PDE) 1	Cancer	癌症	140-229	C00-C96
T81386	Positive transcription elongation factor B (P-TEFb)	Cancer	癌症	140-229	C00-C96
T81403	mRNA of bcl2	Advanced melanoma	晚期黑色素瘤	172	C43
T81403	mRNA of bcl2	Metastatic colorectal cancer	转移性结直肠癌	"153, 154"	C18-C21
T81403	mRNA of bcl2	Multiple myeloma	多发性骨髓瘤	203	C90
T81403	mRNA of bcl2	Relapsed acute leukemia	复发性急性白血病	204-208	C91-C95
T81403	mRNA of bcl2	Small-cell lung cancer	小细胞肺癌	162.9	C33-C34
T81443	Toll-like receptor 4	Allergy	过敏	995.3	T78.4
T81443	Toll-like receptor 4	Autoimmune diabetes	自身免疫性糖尿病		E08-E13
T81443	Toll-like receptor 4	Cancer	癌症	140-229	C00-C96
T81443	Toll-like receptor 4	Hepatitis virus infection	肝炎病毒感染	573.3	K75.9
T81443	Toll-like receptor 4	Melanoma	黑色素瘤	172	C43
T81443	Toll-like receptor 4	Sepsis	败血症	995.91	"A40, A41"
T81443	Toll-like receptor 4	Septic shock	败血性休克	785.52	A41.9
T81548	Mycobacterium bovis heat shock protein 65	Cervical intraepithelial neoplasia	宫颈上皮内瘤变	"233.1, 622.10"	"D06, N87"
T81694	Rhinovirus protein 1	Viral infections	病毒感染	"054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053"	"B01, B02, A60, B00, B27, G05.1, P35.2"
T81695	Membrane glycoprotein OX2	Chronic lymphocytic leukaemia	慢性淋巴细胞性白血病		C91
T81735	DNA-dependent protein kinase catalytic subunit	Cancer	癌症	140-229	C00-C96
T81735	DNA-dependent protein kinase catalytic subunit	Prostate cancer	前列腺癌	185	C61
T81774	Tubulin polymerization	Prostate cancer	前列腺癌	185	C61
T81850	Squalene synthetase	Arteriosclerosis	动脉硬化	440	I70
T81850	Squalene synthetase	Hypercholesterolemia	高胆固醇血症		E78
T81850	Squalene synthetase	Hyperlipidaemia	高脂血症	272.0-272.4	E78
T81892	mRNA of Inhibitor of apoptosis protein	Cancer	癌症	140-229	C00-C96
T81900	Insulin-degrading Enzyme	Retinitis pigmentosa	色素性视网膜炎		H35.5
T81900	Insulin-degrading Enzyme	Skin infections	皮肤感染	680-709	L00-L99
T81905	Histamine receptor	Allergic rhinitis	过敏性鼻炎	"472.0, 477, 995.3"	"J00, J30, J31.0, T78.4"
T81905	Histamine receptor	Allergy	过敏	995.3	T78.4
T81905	Histamine receptor	Asthma	哮喘		J45
T81905	Histamine receptor	Breast cancer; Prostate cancer	乳腺癌;前列腺癌	"174, 175, 185"	"C50, C61"
T81905	Histamine receptor	Diagnostic imaging	诊断影像	331	"G30, I73.9"
T81905	Histamine receptor	Fibromyalgia	纤维肌痛	729.1	M79.7
T81905	Histamine receptor	Seasonal allergic rhinitis	季节性过敏性鼻炎	"472.0, 477"	"J00, J30, J31.0"
T81916	Kruppel like factor 4	Late-stage solid tumors	晚期实体瘤	"140-199, 210-229"	"C00-C75, C7A, C7B, D10-D36, D3A"
T81937	Oxysterols receptor LXR	Arteriosclerosis	动脉硬化	440	I70
T81937	Oxysterols receptor LXR	Cardiovascular disease; Metabolic disorders	心血管疾病;代谢紊乱	"270-279, 390-459"	"E70-E89, I00-I99"
T82028	Sodium/hydrogen exchanger 1	Angina pectoris	心绞痛	413	I20
T82028	Sodium/hydrogen exchanger 1	Myocardial infarction	心肌梗塞	410	"I21, I22"
T82051	mRNA of p53	Acute myeloid leukemia	急性粒细胞白血病	205	C92.0
T82051	mRNA of p53	Hearing disorder	听力障碍		H90.5
T82078	Toll-like receptor 2	Autoimmune diabetes	自身免疫性糖尿病		E08-E13
T82078	Toll-like receptor 2	Cancer	癌症	140-229	C00-C96
T82078	Toll-like receptor 2	Melanoma	黑色素瘤	172	C43
T82078	Toll-like receptor 2	Myelodysplastic syndrome	骨髓增生异常综合症	238.7	D46
T82078	Toll-like receptor 2	Pancreatic cancer	胰腺癌	"140-199, 140-229, 157, 210-229"	C25
T82078	Toll-like receptor 2	Prostate cancer	前列腺癌	185	C61
T82078	Toll-like receptor 2	Radiation sickness	放射病	990	T66
T82078	Toll-like receptor 2	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T82146	Retinoic acid receptor gamma	Acne vulgaris	寻常痤疮	706.1	L70.0
T82146	Retinoic acid receptor gamma	Emphysema	气肿	492	J43
T82146	Retinoic acid receptor gamma	Kaposi's sarcoma	卡波西氏肉瘤	176	C46
T82146	Retinoic acid receptor gamma	Psoriasis	银屑病	696	L40
T82240	Fc gamma receptor III	Idiopathic thrombocytopenic purpura	特发性血小板减少性紫癜	287.31	D69.3
T82266	Voltage-dependent L-type calcium channel	Gastric motility disorder	胃动力障碍		K22.4
T82266	Voltage-dependent L-type calcium channel	High blood pressure	高血压	401	I10-I16
T82266	Voltage-dependent L-type calcium channel	Irritable bowel syndrome	过敏性肠综合征	"564.1, 787.91"	"A09, K58, K59.1"
T82266	Voltage-dependent L-type calcium channel	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T82277	NY-ESO-1	Cancer	癌症	140-229	C00-C96
T82277	NY-ESO-1	Melanoma	黑色素瘤	172	C43
T82277	NY-ESO-1	Non-small cell lung cancer	非小细胞肺癌		C33-C34
T82277	NY-ESO-1	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T82309	TRESK background K(+) channel	T-cell mediated immune dysfunction	T细胞介导的免疫功能障碍	279.1	D83.1
T82349	Bacterial cell wall	Bacterial infections	细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	A00-B99
T82383	Tyrosine-protein kinase receptor UFO	Metastasis	转移		C00-C97
T82383	Tyrosine-protein kinase receptor UFO	Non-small cell lung cancer	非小细胞肺癌		C33-C34
T82391	Mitochondrial complex I	Myocardial disease	心肌病		"I21-I22, I40-I42"
T82393	ADAM 17	Autoimmune diabetes	自身免疫性糖尿病		E08-E13
T82393	ADAM 17	Breast cancer	乳腺癌	"174, 175"	C50
T82393	ADAM 17	Chronic obstructive pulmonary disease	慢性阻塞性肺疾病	"490-492, 494-496"	"J40-J44, J47"
T82393	ADAM 17	Inflammatory bowel disease; Rheumatoid arthritis	炎症性肠病；类风湿关节炎	"555, 556, 710-719, 714"	"K50, K51, M00-M25, M05-M06"
T82393	ADAM 17	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T82494	T cell receptor	Multiple scierosis	多发性硬化	340	G35
T82499	CAMP-phosphodiesterase	Asthma	哮喘		J45
T82514	NK receptor	Neuropathic pain	神经性疼痛	"356.0, 356.8"	"G64, G90.0"
T82519	PSA/PAP-based modified vaccinia anakara MVA	Prostate cancer	前列腺癌	185	C61
T82577	Angiotensin-converting enzyme	Cardiovascular disorder	心血管疾病		I00-I99
T82577	Angiotensin-converting enzyme	Congestive heart failure	充血性心力衰竭	428	I50
T82577	Angiotensin-converting enzyme	Congestive heart failure; Hypertension	充血性心力衰竭；高血压	428	I50
T82577	Angiotensin-converting enzyme	Hypertension	高血压	401	I10-I16
T82577	Angiotensin-converting enzyme	Hypertension; Renal failure; Heart failure; Diabetic nephropathy	高血压;肾衰竭；心脏衰竭;糖尿病肾病	"250, 401, 428, 580-599, 584, 585"	"E08-E13, I10-I16, I50, N00-N29, N17, N18, N19"
T82577	Angiotensin-converting enzyme	Hypotension	低血压	"458, 796.3"	I95
T82577	Angiotensin-converting enzyme	Luid retention	润滑油滞留	782.3	R60.9
T82577	Angiotensin-converting enzyme	Major depressive disorder	严重抑郁症	"296.2, 296.3, 710.0"	"F32, F33, M32"
T82577	Angiotensin-converting enzyme	Unspecified	未指定		
T82624	"Inositol 1,4,5-trisphosphate receptor"	Hypertension	高血压	401	I10-I16
T82702	Pregnane X receptor	Atherosclerosis	动脉粥样硬化	"414.0, 440"	I70
T82723	3-oxoacyl-[acyl-carrier-protein] synthase II	Bacterial infections	细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	A00-B99
T82723	3-oxoacyl-[acyl-carrier-protein] synthase II	Malaria	疟疾		B54
T82723	3-oxoacyl-[acyl-carrier-protein] synthase II	Urinary tract and intraperitoneal bacterial infection	尿路和腹膜内细菌感染		N39.0
T82739	Plasma kallikrein	Retinal venous occlusion	视网膜静脉阻塞		H34.8
T82795	Beta-catenin	Cancer	癌症	140-229	C00-C96
T82795	Beta-catenin	Familial adenomatous polyposis	家族性腺瘤性息肉病		"C18, D12"
T82841	insulin	Diabetes	糖尿病	"253.5, 588.1"	"E23.2, N25.1"
T82841	insulin	Malaria	疟疾		B54
T82841	insulin	Measure kidney function	测量肾脏功能		N00-N39
T82841	insulin	Metabolic syndrome x; Type 2 diabetes	代谢综合征x; 2型糖尿病	"277.7, 250"	"E88.81, E11"
T82841	insulin	Type 1 diabetes	1型糖尿病	250	E10
T82841	insulin	Type 1/2 diabetes	1/2型糖尿病	"250, 278"	E08-E13
T82841	insulin	Type 2 diabetes	2型糖尿病	250	E11
T82841	insulin	Unspecified	未指定		
T82913	Elongation factor 1-alpha 1	Bacterial infections	细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	A00-B99
T82958	Human cytomegalovirus glycoprotein B	Cytomegalovirus infection	巨细胞病毒感染		B25
T83001	Dopamine reuptake	Anesthesia; Ocular disease	麻醉;眼病	338	"R20.0, H00-H59"
T83001	Dopamine reuptake	Attention deficit hyperactivity disorder; Depression; Cocaine addiction	注意缺陷多动障碍;萧条;可卡因成瘾	"303-304, 304.2, 311, 314.00, 314.01"	"F10-F19, F14.2, F32, F90"
T83001	Dopamine reuptake	Attention deficit hyperactivity disorder; Severe mood disorders	注意缺陷多动障碍;严重情绪障碍	"296, 314.00, 314.01"	"F30-F39, F90"
T83001	Dopamine reuptake	Major depressive disorder	严重抑郁症	"296.2, 296.3, 710.0"	"F32, F33, M32"
T83001	Dopamine reuptake	Neuropathic pain	神经性疼痛	"356.0, 356.8"	"G64, G90.0"
T83001	Dopamine reuptake	Obesity	肥胖	278	E66
T83001	Dopamine reuptake	Severe mood disorders	严重情绪障碍	296	F30-F39
T83011	Amine oxidase [flavin-containing] B	Alzheimer disease	老年痴呆症	331	G30
T83011	Amine oxidase [flavin-containing] B	Bacterial infections	细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	A00-B99
T83011	Amine oxidase [flavin-containing] B	Central nervous system disease	中枢神经系统疾病		G00-G99
T83011	Amine oxidase [flavin-containing] B	Cognitive disorders	认知障碍	"290-294, 294.0, 780.09, 780.9, 780.93"	"F01-F07, F04, F05, R41.3"
T83011	Amine oxidase [flavin-containing] B	Dementia	痴呆	290-294	F01-F07
T83011	Amine oxidase [flavin-containing] B	Depression; Anxiety disorder	萧条;焦虑症	"311, 300"	"F30-F39, F32, F40-F42"
T83011	Amine oxidase [flavin-containing] B	Idiopathic parkinson's disease	特发性帕金森氏病	332	"F02.3, G20"
T83011	Amine oxidase [flavin-containing] B	Major depressive disorder	严重抑郁症	"296.2, 296.3, 710.0"	"F32, F33, M32"
T83011	Amine oxidase [flavin-containing] B	Major depressive episode without melancholia	没有抑郁症的严重抑郁发作		F30-F39
T83011	Amine oxidase [flavin-containing] B	Moderate to severe hypertension	中度至重度高血压		I10-I16
T83011	Amine oxidase [flavin-containing] B	Motor symptoms; Parkinson's disease	运动症状；帕金森氏病	"332, 335.2"	"F02.3, G12.2, G20"
T83011	Amine oxidase [flavin-containing] B	Neurodegenerative disease	神经退行性疾病	330-337	G30-G32
T83011	Amine oxidase [flavin-containing] B	Obesity	肥胖	278	E66
T83011	Amine oxidase [flavin-containing] B	Parkinson's disease	帕金森氏病	332	G20
T83011	Amine oxidase [flavin-containing] B	Unspecified	未指定		
T83051	Bacterial ribosome	Bacterial infections	细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	A00-B99
T83051	Bacterial ribosome	Influenza virus	流感病毒		J11.1
T83059	Tankyrase	Cancer	癌症	140-229	C00-C96
T83103	Interleukin ligand	Systemic lupus erythematosus	系统性红斑狼疮	710	M32
T83145	Nuclear factor NF-kappa-B	Acute myeloid leukemia	急性粒细胞白血病	205	C92.0
T83145	Nuclear factor NF-kappa-B	Asthma	哮喘		J45
T83145	Nuclear factor NF-kappa-B	Atopic dermatitis	特应性皮炎	"691.8, 692.9"	L00-L99
T83145	Nuclear factor NF-kappa-B	Autoimmune diabetes	自身免疫性糖尿病		E08-E13
T83145	Nuclear factor NF-kappa-B	Cystic fibrosis	囊性纤维化	277	E84
T83145	Nuclear factor NF-kappa-B	Multiple myeloma	多发性骨髓瘤	203	C90
T83145	Nuclear factor NF-kappa-B	Multiple scierosis	多发性硬化	340	G35
T83145	Nuclear factor NF-kappa-B	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T83174	Protein kinase C iota	Cancer	癌症	140-229	C00-C96
T83192	Ciliary neurotrophic factor	Huntington's disease	亨廷顿氏病	"294.1, 333.4"	"F02.2, G10"
T83192	Ciliary neurotrophic factor	Ovarian cancer	卵巢癌	183	C56
T83193	Vanilloid receptor 1	Acute migraine	急性偏头痛	346	G43
T83193	Vanilloid receptor 1	Acute or chronic pain	急性或慢性疼痛	"338,780"	"R52, G89"
T83193	Vanilloid receptor 1	Asthma	哮喘		J45
T83193	Vanilloid receptor 1	Atopic dermatitis	特应性皮炎	"691.8, 692.9"	L00-L99
T83193	Vanilloid receptor 1	Chronic pathological pain	慢性病理性疼痛	"338,780"	"R52, G89"
T83193	Vanilloid receptor 1	Cough	咳嗽	786.2	R05
T83193	Vanilloid receptor 1	Diabetic neuropathy; Postherpetic neuralgia	糖尿病性神经病；带状疱疹后神经痛	"053.19, 250, 250.6, 356.0, 356.8"	"E11.21, G44.847, G53.0, G64, G90.0"
T83193	Vanilloid receptor 1	Esophagus sensitivity; Gastroesophageal reflux disease	食道敏感性胃食管反流病	"530, 140-229"	"K20-K22, K21"
T83193	Vanilloid receptor 1	Musculoskeletal pain	肌肉骨骼疼痛	"338,780"	"R52, G89"
T83193	Vanilloid receptor 1	Neuropathic pain	神经性疼痛	"356.0, 356.8"	"G64, G90.0"
